thesis_id,title,abstract,problem_statement,general_objective,methodology,main_results,conclusions,program_id,graduation_year,keywords,status,repository_reference,research_area,application_context,data_or_population
THS-547,Gestión de inventarios en Ingeniería Industrial,Trabajo de grado sobre gestión de inventarios con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor gestión de inventarios para orientar decisiones en el contexto del programa.,Analizar gestión de inventarios mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-003,2023,gestión de inventarios;estudio descriptivo,APPROVED,repo://thesis/547,Industrial,gestión de inventarios,synthetic institutional data
THS-548,Automatización administrativa en Medicina,Trabajo de grado sobre automatización administrativa con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor automatización administrativa para orientar decisiones en el contexto del programa.,Analizar automatización administrativa mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-004,2024,automatización administrativa;simulación,APPROVED,repo://thesis/548,Medicina,automatización administrativa,synthetic institutional data
THS-549,Calidad de servicio en Enfermería,Trabajo de grado sobre calidad de servicio con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor calidad de servicio para orientar decisiones en el contexto del programa.,Analizar calidad de servicio mediante revisión aplicada.,,Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-005,2025,calidad de servicio;revisión aplicada,APPROVED,repo://thesis/549,Enfermería,calidad de servicio,synthetic institutional data
THS-550,Economía circular en Seguridad y Salud en el Trabajo,Trabajo de grado sobre economía circular con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor economía circular para orientar decisiones en el contexto del programa.,Analizar economía circular mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-006,2026,economía circular;revisión aplicada,APPROVED,repo://thesis/550,Seguridad y Salud en el Trabajo,economía circular,synthetic institutional data
THS-551,Gestión de residuos en Administración de Empresas,Trabajo de grado sobre gestión de residuos con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor gestión de residuos para orientar decisiones en el contexto del programa.,Analizar gestión de residuos mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-007,2017,,APPROVED,repo://thesis/551,Administración de Empresas,gestión de residuos,synthetic institutional data
THS-552,Planeación financiera en Ingeniería Financiera,Trabajo de grado sobre planeación financiera con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor planeación financiera para orientar decisiones en el contexto del programa.,Analizar planeación financiera mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-008,2018,planeación financiera;simulación,APPROVED,repo://thesis/552,Financiera,planeación financiera,synthetic institutional data
THS-553,Experiencia del paciente en Economía,Trabajo de grado sobre experiencia del paciente con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor experiencia del paciente para orientar decisiones en el contexto del programa.,Analizar experiencia del paciente mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-009,2019,experiencia del paciente;prototipo funcional,APPROVED,repo://thesis/553,Economía,experiencia del paciente,synthetic institutional data
THS-554,Usabilidad de aplicaciones en Licenciatura en Tecnología e Informática,Trabajo de grado sobre usabilidad de aplicaciones con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor usabilidad de aplicaciones para orientar decisiones en el contexto del programa.,Analizar usabilidad de aplicaciones mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-010,2020,usabilidad de aplicaciones;análisis estadístico,APPROVED,repo://thesis/554,Licenciatura en Tecnología e Informática,usabilidad de aplicaciones,synthetic institutional data
THS-555,Movilidad sostenible en Psicología,Trabajo de grado sobre movilidad sostenible con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor movilidad sostenible para orientar decisiones en el contexto del programa.,Analizar movilidad sostenible mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-011,2021,movilidad sostenible;estudio descriptivo,APPROVED,repo://thesis/555,Psicología,movilidad sostenible,synthetic institutional data
THS-556,Competencias digitales en Ciencias de la Educación,Trabajo de grado sobre competencias digitales con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor competencias digitales para orientar decisiones en el contexto del programa.,Analizar competencias digitales mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-012,2022,competencias digitales;prototipo funcional,APPROVED,repo://thesis/556,Ciencias de la Educación,competencias digitales,synthetic institutional data
THS-557,Clima organizacional en Ingeniería Ambiental,Trabajo de grado sobre clima organizacional con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor clima organizacional para orientar decisiones en el contexto del programa.,Analizar clima organizacional mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-013,2023,clima organizacional;análisis estadístico,APPROVED,repo://thesis/557,Ambiental,clima organizacional,synthetic institutional data
THS-558,Eficiencia de procesos en Gestión Ambiental,Trabajo de grado sobre eficiencia de procesos con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor eficiencia de procesos para orientar decisiones en el contexto del programa.,Analizar eficiencia de procesos mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-014,2024,eficiencia de procesos;estudio de caso,APPROVED,repo://thesis/558,Gestión Ambiental,eficiencia de procesos,synthetic institutional data
THS-559,Visualización de indicadores en Ingeniería Civil,Trabajo de grado sobre visualización de indicadores con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor visualización de indicadores para orientar decisiones en el contexto del programa.,Analizar visualización de indicadores mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-015,2025,visualización de indicadores;prototipo funcional,APPROVED,repo://thesis/559,Civil,visualización de indicadores,synthetic institutional data
